index,respondent_id,date_created,NPS,Comentario,Sucursal,Mes - Año,Clasificacion_NPS
11934,114432301008,2023-10-09,3,"Se lo recomendaría dependiendo lo que quiera hacer. Por el precio seguro que sí, pero si quiere hacer rutinas de musculación y eso de advertiría que hay demasiada gente",Barrio Norte,10-2023,Pasivo
11935,118440089240,2023-10-10,5,Precio calidad,Nuñez,10-2023,Promotor
11937,114555758983,2024-03-18,5,"Buen gimnasio, buena cantidad de máquinas de musculación y cardio. Siempre limpio",Microcentro,03-2024,Promotor
11938,114432309930,2023-10-09,4,Por la limpieza del lugar y el espacio.,Microcentro,10-2023,Promotor
11943,118558412785,2024-03-13,5,"Buen precio, buenas máquinas y acceso a todas las sucursales ",Flores,03-2024,Promotor
11944,114432300158,2023-10-09,5,"Horario amplio, feriados abiertos y máquinas modernas",Flores,10-2023,Promotor
11945,114647403797,2024-07-18,5,"Buen gimnasio en general, máquinas en buen estado y buena limpieza",Almagro,07-2024,Promotor
11947,114557873348,2024-03-20,4,"Súper buen precio y excelente equipamiento.  Deberían regular los grupos grandes que tienen profesor porque acaparan muchas pesas, bancos y barras y no las entregan. Deberían exigirle a los clientes que ordenen las cosas luego de usar, muy pocos dejamos las cosas ordenadas",Nuñez,03-2024,Promotor
11948,118440869229,2023-10-11,4,"Buena relación precio calidad.   En Nuñez deberían retirar máquinas para caminar, son muchas y agregar más máquinas de musculación o la que es una estructura que tiene muchas poleas a su alrededor.  También regular los personal trainers o los grupos numerosos con profesor que ocupan muchas cosas y las retienen mucho tiempo.",Nuñez,10-2023,Promotor
11950,114432325549,2023-10-09,3,Últimamente en la sede Abasto me he encontrado con máquinas rotas,Abasto,10-2023,Pasivo
11951,118563151200,2024-03-20,5,Estoy a gusto con las prestaciones ,Flores,03-2024,Promotor
11953,118561442637,2024-03-18,1,El aumento frecuente de precios ,Almagro,03-2024,Detractor
11955,114555800354,2024-03-18,3,"Las generalmente las clases son impuntuales, el resto bien",Abasto,03-2024,Pasivo
11958,118428660164,2023-09-27,4,"Instalaciones y ambiente excelente. Faltan amenities (toalla, gel de ducha, shampoo)",Punta Carretas,09-2023,Promotor
11959,114552413766,2024-03-13,3,"Las clases están bien, la limpieza del salón podría mejorar. Los elementos están dañados (colchonetas, discos rotos)",Barrio Norte,03-2024,Pasivo
11960,114434566620,2023-10-11,5,Porque está bueno,Barrio Norte,10-2023,Promotor
11961,118562189260,2024-03-19,5,"Particularmente recomendaría la sede de almagro, el personal es muy atento y responsable.  Desde las personas de limpieza, los profes de las clases y las/los recepcionistas. Siempre dispuestos a ayudar",Almagro,03-2024,Promotor
11964,114432684510,2023-10-09,4,"Está quedando chico el salón de clases grupales, en está época del año suelen venir más personas y en ritmos, por ejemplo, ya no entramos",Almagro,10-2023,Promotor
11965,114438863015,2023-10-17,4,"me parece recomendable, a pesar de que sIEMPRE haya que esperar, porq hay pocas maquinas",Caballito,10-2023,Promotor
11966,114434317449,2023-10-11,3,"Muchas veces flatan materiales o estan rotos. MUCHISIMO DESORDEN, y eso es por los socios, debería haber algun tipo de norma. Los profes no son muy atentos con la gente que se nota que es nueva o no tiene buena tecnica. ",Flores,10-2023,Pasivo
11967,114552283170,2024-03-13,3,"Faltan materiales. Hay una sola barra olympica de cada peso en los racks de arriba. faltan ketlbells, medballs. Dicen que cierra a las 22 y a las 21.30 ya empiezan a apagar las luces y los ventiladores. ",Caballito 2,03-2024,Pasivo
11969,114646111303,2024-07-17,3,"Falta de materiales, falta de profesionalismo de los profesores/recepcionistas. Grupos de personalizados que acaparan los materiales. ",Caballito 2,07-2024,Pasivo
11970,118438812869,2023-10-09,4,Hay cintas y bicis  que no están funcionando y algunas de las que si... no se puede ver completo por ejemplo velocidad,Congreso,10-2023,Promotor
11972,114647764313,2024-07-19,4,Me parece que presta un buen servicio por el arancel que cobran,Almagro,07-2024,Promotor
11974,114555876349,2024-03-18,3,"no entiendo porque ponen musica ambiente!! cada uno lleva sus auriculares y escucha lo que quiere, el volumen de música de esa sucursal, no se aguanta!",Congreso,03-2024,Pasivo
11975,118656504250,2024-07-26,4,Tiene todas las comodidades de un club deportivo ,Flores,07-2024,Promotor
11977,114432293637,2023-10-09,3,"no abre domingo y feriados, y cierra temprano (21.45 ya te estan echando)",Almagro,10-2023,Pasivo
11979,118440840530,2023-10-11,5,Presta buena atencion.  Buenas maquinas. Es un lugar agradable,Caballito 2,10-2023,Promotor
11980,118443096872,2023-10-13,4,Opciones variadas en las distintas sucursales.,Congreso,10-2023,Promotor
11984,114650504622,2024-07-23,4,"Voy a esa sede solo por la clase de yoga de Natalia Ivanov y la super recomiendo, excelente profesional desde la tecnica y adaptacion de ejercicios, hasta el aprovechamiento de los materiales como suplementos para dar el máximo en las prácticas!   las clases son un 10!! además el salón es super propicio para ese tipo de clases ya que no se superpone como en abasto con la clase de funcional( que la música esta a mil).  ",Congreso,07-2024,Promotor
11985,118560351822,2024-03-16,3,No lo recomiendo por el exceso de personas en casi todos los días y horarios. Pocas clases.,Caballito,03-2024,Pasivo
11986,114432342401,2023-10-09,3,"He recomendado a Fiter y mi recomendación fue rechazada. Lo he recomendado a muchos de mis pacientes e incluso a un familiar y el argumento que rechazaron mi invitación a que puedan afiliarse es la sobrepoblación de gente. En las clases es imposible a veces ubicarse y cuando uno va temprano para hacer la clase, luego llega gente tarde y se ubica donde puede porque no hay lugar y la clase ya empezada.   Mi sugerencia con las clases: pongan cupos y ser estrictos con los horarios de las clases, es también una forma de respetar a los docentes, sumado a que en otros gimnasios se implementa de ese modo.   En el sector de musculación algo que creo que funcionaba era sacar horarios para ingresar al gimnasio, luego se dejó de monitorear eso y la gente ya no lo respetaba.",Caballito,10-2023,Pasivo
11993,118438864846,2023-10-09,3,"Positivo- Convenios, profesores de clases grupales, instalaciones de baño y disponibilidad de agua.  Negativo- mantenimiento de equipos de musculación, atención en recepción, asesoramiento de profes.",Caballito 2,10-2023,Pasivo
11996,114552283053,2024-03-13,4,"Pondría 5 de no ser porque por un lado hay aparatos rotos que tardan mucho en arreglar o ni arreglan (Caballito II tiene floja la plataforma de un elíptico, y la mitad de los pedales de las bicicletas de PB), pero sobre todo porque pasaron la cuota de 5490 a 20000 (casi 400%) en 12 meses. Nada subió tanto como la cuota de Fiter. Ni las prepagas. Calculo que se subieron a la ola de aumentos “por las dudas” por la incertidumbre de Diciembre asique espero que lo compensen el año que viene.",Caballito 2,03-2024,Promotor
11997,118438927282,2023-10-09,4,"Excelente, solo que aun no llegó el verano y ya se llena demasiado en algunos horarios, y algunas maquinas llevan varias semanas rotas sin arreglar",Caballito 2,10-2023,Promotor
12003,114649628374,2024-07-22,5,Arreglen el escalador de la sede Almagro que funciona solo uno!!! Y es uno d los aparatos que más uso!!! Gracias. Excelentes los profes y las chicas d administración.,Almagro,07-2024,Promotor
12004,118561912719,2024-03-18,5,Por lo pronto el precio me permite acceder. Y el gimnasio es muy completo. ,Almagro,03-2024,Promotor
12005,114647557653,2024-07-19,4,los mat de yoga están muy rotos. ,Almagro,07-2024,Promotor
12010,114555805172,2024-03-18,3,Si,Abasto,03-2024,Pasivo
12011,114552295776,2024-03-13,5,Ubicación y equipamiento ,Punta Carretas,03-2024,Promotor
12012,118427226072,2023-09-25,4,Calidad de estructura del gimnasio ,Punta Carretas,09-2023,Promotor
12013,114646099996,2024-07-17,4,ubicación y variedad aparatos (aunque pueden mejorar la calidad) ,Punta Carretas,07-2024,Promotor
12018,118558250681,2024-03-13,4,Todo ok,Buceo,03-2024,Promotor
12019,118427228633,2023-09-25,3,El equipamiento y parte tecnológica es espectacular pero la atención humana deja mucho que desear. Quiero destacar como excepción la EXCELENTE actitud de Daiana de Punta Carretas,Punta Carretas,09-2023,Pasivo
12023,114432386363,2023-10-09,5,Calidad de las máquinas ,Barrio Norte,10-2023,Promotor
12024,114646101062,2024-07-17,3,"Ahora ah mejorado bastante , pero sigue teniendo detalles informativos pocos recurrentes , sobre todo cuando estas en una clase y entran de afuera a sacar elementos , los profesores no se hacen responsables , es una falta de respeto para los que estamos concentrados haciendo una clase.",Abasto,07-2024,Pasivo
12026,114434315535,2023-10-11,3,"las clases de la profe euge de aerolocal en ABASTO , martes y jueves, son lo mas, puro incentivo con ella , la amamos!",Abasto,10-2023,Pasivo
12028,114432349132,2023-10-09,5,"Destaco la calidad de las instalaciones y el orden en el salón, y también la amabilidad y predisposición de los chicos en recepción.",Caballito,10-2023,Promotor
12029,114650177856,2024-07-23,5,Estoy muy conforme con el servicio brindado ,Caballito,07-2024,Promotor
12032,118563150783,2024-03-20,4,"No tienen spinning, las clases no son tan frecuentes.",Caballito,03-2024,Promotor
12033,118439056912,2023-10-09,2,Porque hay pocas máquinas para la gran afluencia de gente que tienen. Una rutina de una hora termina siendo dos horas mínimo. Nadie le pone límite a la utilización de las máquinas y quizás tenés un grupo de personas más de 1 hora en una máquina y nadie les dice nada.,Congreso,10-2023,Detractor
12035,118650845451,2024-07-18,5,Buen ambiente ! ,Flores,07-2024,Promotor
12037,118558261639,2024-03-13,3,Buenas maquinas pero demasiada gente en todos los centros.,Flores,03-2024,Pasivo
12038,114552764319,2024-03-14,1,"El trato es despersonalizado, las instrucciones son mediante una aplicación y la sucursal no tiene wifi. Por último y más importante, está sobrevendido y por eso todas las máquinas están siempre ocupadas y no podés entrenar.",Cid Campeador,03-2024,Detractor
12041,118439152872,2023-10-09,3,"faltan mas clases y variedad de profesores, también falta un profesor que te haga una rutina.",Caballito 2,10-2023,Pasivo
12044,114552296076,2024-03-13,5,Buena cantidad de clases y entretenidas ,Congreso,03-2024,Promotor
12046,114433243905,2023-10-10,3,"Poca predisposición de los que trabajan en el salón, para arrimarse y ayudar a los socios",Barrio Norte,10-2023,Pasivo
12049,114553347430,2024-03-14,4,Porque si ,Lomas,03-2024,Promotor
12052,114552346578,2024-03-13,2,Falta de profesores para asesorar porque están con mucha gente.   Importe de la cuota actual me resulta un poco caro ,Cid Campeador,03-2024,Detractor
12053,114432427796,2023-10-09,4,"Pocos profesores, y bastante gente en sucursales para el espacio que hay",Caballito,10-2023,Promotor
12056,118563232368,2024-03-20,3,gimnasio sucio. desborda de clientes. se tiene q compartir una maquina entre 3 personas.Tienen que volver con los turnos como en pandemia de 1 hora  Hay veces q no reponen agua en los bidones de los vestuarios. ,Flores,03-2024,Pasivo
12057,114434339866,2023-10-11,3,Muchos socios en hora pico en sala de musculacion. Imposible utilizar las maquinas. Deberian hacer una aplicacion para sacar turno y q haya un limite de horario por cada socio.,Flores,10-2023,Pasivo
12061,114434327087,2023-10-11,4,"Es cómodo, tiene muchas opciones de ejercicios para hacer, tiene varias sucursales, tiene buen horario y disponibilidad.",Almagro,10-2023,Promotor
12062,114646309547,2024-07-17,5,"Me encanta el gimnasio, tiene muy buenas propuestas. Por ahora, el precio siempre razonable de acuerdo al servicio. Me gustaría que mejoren los molinetes de la entrada, son malos y siempre tarda en generarse en código. Y que agreguen más clases de yoga por la tarde en la sede de almagro.",Almagro,07-2024,Promotor
12069,118430688197,2023-09-29,5,buenos aparatos y atencion amable ,Punta Carretas,09-2023,Promotor
12070,114557883274,2024-03-20,5,"buena relación precio/calidad . maquinas en buen estado, tienen mantención y hay limpieza continua",Nuñez,03-2024,Promotor
12072,114554868581,2024-03-16,4,Los martes y jueves cuando puedo voy almagro xq hay zumba con Flor porque se había realizado el pedido de agregar más días.  Con respecto a la sala de musculación tengo que  ir temprano porque no hay lugar para entrenar y usar la cinta.  Los profes de salón y recepción que están a la tarde son geniales. Me encanta las clases de zumba de Flor y Débora (todas las clases que da)  ,Barrio Norte,03-2024,Promotor
12073,114433211906,2023-10-10,5,"Muy buena onda y predisposición  de los profesores que dan clase como los de salón y los chicos de recepción   Me encantan las clases de zumba, fit combat y Abs",Barrio Norte,10-2023,Promotor
12074,118655111758,2024-07-24,5,"Me encantan las clases   Zumba con Flor ( Barrio Norte y Almagro) 🥰🥰  ABS con Pablo  Fit combat con Cami   Localizada con Quellu   La buena onda y predisposición de Bruno, Tomas y Pablo ",Barrio Norte,07-2024,Promotor
12075,114649624534,2024-07-22,3,"Buenas instalaciones, pero lamentablemente para los usuarios (y afortunadamente para ustedes) hay demasiada gente al mismo tiempo queriendo usar las mismas máquinas / materiales. Entonces hay que esperar mucho tiempo, o ajustar la rutina a lo que tenga menos gente esperando.",Adrogue,07-2024,Pasivo
12076,114555899664,2024-03-18,4,Buen ambiente y buenos profesionales con precios accesibles ,Abasto,03-2024,Promotor
12077,114432652816,2023-10-09,5,"Buen ambiente, buenos profes. Buenos aparatos ",Abasto,10-2023,Promotor
12082,118651422139,2024-07-19,4,Buenas clases   Buen ambiente en gral  Instalaciones cuidadas y limpias.   Mejoraría la provisión de agua en el aérea de entrenamiento ,Adrogue,07-2024,Promotor
12085,118559765516,2024-03-15,3,"Hago solo clases (funcional y aero local), la realidad es que los profesores que dan las clases no le ponen ni onda. Son cero motivantes. ",Almagro,03-2024,Pasivo
12086,114434284053,2023-10-11,4,Las clases de zumba las mejores lejos!!tienen una profe divina..y en musculacion me paso de consultar algún ejercicio y la verdad que a los profes que pregunte no sentí mucha onda( me hicieron sentir que molestaba). Tenes que interrumpir los diálogos con otros..en fin..creo que pasa en todos los gimnasios. Hasta el momento no tuve suerte con eso.,Caballito,10-2023,Promotor
12088,114648179912,2024-07-19,5,El gym cumple con mis expectativas. Las maquinas son super nuevas. Siempre hay buena energía y los.profes te super guían. ,Cid Campeador,07-2024,Promotor
12092,114434278783,2023-10-11,5,Multiculturalidad y maquinas nuevas.,Caballito,10-2023,Promotor
