index,respondent_id,date_created,NPS,Comentario,Sucursal,Mes - Año,Clasificacion_NPS
18944,114559390513,2024-03-21,3,Me gustaría que haya algún profe que me de una rutina semanal segun mi objetivo. Las rutinas que escaneas con el QR son lentas y tiene pocos ejercicios de musculación. Tienen mucho calentMiento,Barrio Norte,03-2024,Pasivo
18946,118440080240,2023-10-10,4,Si cerraran una hora más tarde los días de semana les pondría 5 y no 4,Nuñez,10-2023,Promotor
18947,114653768715,2024-07-27,3,"Enumeró lo positivo primero. Es un lugar súper bien puesto que tiene todas las comodidades y funcional a casi caulquier persona para hacer ejercicio.  Lo negativo que en mi caso pesa bastante para continuar yendo. Las recepcionistas ni te saludan cuando entras y salís . Es súper impersonal . Los profes en su mayoría son bastante bajos de energía ,  las clases de ritmos es una persona mirándose al espejo haciendo tic toc , no enseña la coreo ni motiva a nadie . He ido a casi todas las clases yoga pilates ritmos y funcional en todos horarios diferentes el profe de la noche de funcional es el que tiene mejore onda y energía . El resto ponen los ejercicios y no motivan parecen ser profes de gimnasia de un colegio y no de fitness. No estoy poniendo en duda la calidad de ellos sino la forma en que trasmiten lo que hacen . Por lo tanto lo recomendaría según las necesidades de la persona que quiere hacer ejercicio. ",Buceo,07-2024,Pasivo
18948,114555826873,2024-03-18,5,Es un espacio muy completo para poder entrenar bien,Cid Campeador,03-2024,Promotor
18950,114651609941,2024-07-24,4,.,Cid Campeador,07-2024,Promotor
18952,114556216193,2024-03-18,3,"Los últimos meses estoy viendo que falta agua en los dispensers, en verano si hizo imposible hacer ejercicio con el calor y sin agua. Vengo viendo pesas que se les sale el relleno y retirando de circulación (avisando a los profesores) pero las vuelvo a ver puestas. Por favor si pueden sacarlas para que no hagamos un desastre en el piso! Por último y más importante, las clases de las 17:15 hs de los martes y jueves de aero local estuvo dando una persona de funcional y tuve que dejar de asistir esos días porque no daba la clase que decía que correspondía. En fin, espero que haya cambios, muchas gracias.",Barrio Norte,03-2024,Pasivo
18953,114436196012,2023-10-13,5,Es god,Caballito,10-2023,Promotor
18956,118440348541,2023-10-11,2,"las maquinas son viejas o andan mal o no andan, hay poco espacio, poco material y pocas maquinas",Congreso,10-2023,Detractor
18958,118438843081,2023-10-09,4,"Buen ambiente, variedad de sectores.",Congreso,10-2023,Promotor
18961,114436270520,2023-10-13,5,Excelente servicio ,Almagro,10-2023,Promotor
18963,118440004178,2023-10-10,4,"Muy buen gimnasio, lastima los entrenadores que se rascan los huevos. Los recepcionistas unos copados ",Palermo,10-2023,Promotor
18964,118651123879,2024-07-18,3,"Muy buen lugar y las instalaciones, siento que la sede de Palermo no hay tanta variación de máquinas y el trato de los entrenadores pésima ",Palermo,07-2024,Pasivo
18969,114433452822,2023-10-10,3,"Porque estaría bueno que haya más máquinas de musculación, también que haya más aire acondicionado ya que a la tarde el sol siempre pega ",Adrogue,10-2023,Pasivo
18970,114436613760,2023-10-14,5,"El gym es super completo ademas permite entrenar otras disciplinas como ej de calistenia, crossfit etc. en cuanto a la limpieza es un 10! La atencion de los profesores también excelente siempre atentos y a disposición. Respecto al ambiente, energía, la gente va a entrenar,  se concentran en lo suyo y eso hace que uno se contagie y pueda entrenar tranquilo y enfocado por asi decirlo. Por ultimo pero no menos importante las maquinas, herramientas y accesorios son excelentes, muy completo y muchos pesos, discos mancuernas etc. ",Adrogue,10-2023,Promotor
18972,114432318560,2023-10-09,4,Las clases estan buenas pero siempre hay demasiada gente y faltan elementos. Deberian hacer por cupo o sumar clases,Barrio Norte,10-2023,Promotor
18973,114432659807,2023-10-09,2,"Aunque deberían LIMPIAR, el gimnasio está muy equipado. Pero estaría buenísimo que saquen la suciedad acumulada en la intersección entre las máquinas y el suelo. Pre pandemia y en pandemia, el gimnasio brillaba; lo limpiaban todo el tiempo y había alcohol en gel en cada máquina. Además, las caminadoras funcionaban bien. Hoy en día funcionan mal, están lentas y cada tanto te tira una mini patadita en la mano, cuando las queres parar. El ventilador arriba de los casilleros, funciona mal y cuesta prenderlo. Los casilleros gratuitos están rotos, en su mayoría. Los profesores ven que hay gente haciendo mal los ejercicios y miran para otro lado. Aunque es la misma gente, el gimnasio cambió muchísimo. Estaría buenísimo que arreglen lo que sea necesario para brindarnos un espacio de calidad y excelencia, como lo hicieron en años previos. ",Almagro,10-2023,Detractor
18975,114436542032,2023-10-13,5,Lo recomiendo completamente porque es un gimnasio muy completo y con profesores atentos y amigables.,Adrogue,10-2023,Promotor
18977,114555748026,2024-03-18,5,Relacion calidad/precio,Punta Carretas,03-2024,Promotor
18980,114436183727,2023-10-13,5,.,Caballito,10-2023,Promotor
18983,114434274400,2023-10-11,4,Maquinas en buen estado. Buena atencion. A veces hay mucha gente y los mensajes de difusion son bastante agobiantes. ,Lomas,10-2023,Promotor
18985,114647387083,2024-07-18,5,Muy bueno el gym,Lomas,07-2024,Promotor
18987,114557931520,2024-03-20,3,Porque las clases son cortas y no ponen las mejores clases en horarios que todos las pedimos ,Adrogue,03-2024,Pasivo
18989,114553475769,2024-03-14,4,Me faltan clase grupales y las que hay están muy llenas,Punta Carretas,03-2024,Promotor
18990,114647027733,2024-07-18,4,Espacio amplio. Excelentes maquinas. No doy 5 estrellas ya que a veces algunos personas demoran entre 10 y 15 minutos en una maquina por utilizar el celular entre serie y serie y esto no deja que los que queremos entrenar realmente lo podamos hacer.,Buceo,07-2024,Promotor
18992,114555431426,2024-03-17,3,Precio un poco elevado ,Lomas,03-2024,Pasivo
18993,114647420528,2024-07-18,3,Precios un poco elevados ,Lomas,07-2024,Pasivo
18996,114552291089,2024-03-13,2,"faltan elementos para la cantidad de gente que concurre, en especial Ketbells, barras olimpicas y mancuernas.  Si eso mejorara seria un 10 ",Barrio Norte,03-2024,Detractor
18998,114433126085,2023-10-10,3,Concurre demasiada cantidad de gente y hay veces que no podes utilizar los elementos que precisas ,Barrio Norte,10-2023,Pasivo
19000,114434281217,2023-10-11,4,"Por la atencion que brindan, la calidad de las maquinas como de las clases grupales que brindan",Flores,10-2023,Promotor
19001,118655658148,2024-07-25,4,"Buena maquinaria, sucursales completas. Deberían tardar menos en arreglarlas cuando se rompen",Barrio Norte,07-2024,Promotor
19004,114646159121,2024-07-17,4,ESTOY CONFORME EN GRAL,Buceo,07-2024,Promotor
19008,118431440183,2023-09-30,5,Por la calidad de las instalaciones y su personal tanto administrativo como la de los profes ,Punta Carretas,09-2023,Promotor
19010,114434470835,2023-10-11,3,"Las instalaciones soy muy buenas y las clases también, pero en el caso de la sede de Barrio Norte hay muy poco espacio para la cantidad de gente, no importa el horario al que vayas y eso hace que se tarde mucho más en la rutina.",Barrio Norte,10-2023,Pasivo
19013,114647397684,2024-07-18,4,Sería bueno que hubieran más horarios de funcional para no tener las clases tan llenas,Buceo,07-2024,Promotor
19014,114552476205,2024-03-13,3,"Es de los gimnasios más baratos que hay pero tiene muchas máquinas sin funcionar, no siempre hay agua en los dispenser, aires acondicionados chorrean, maquinas insuficientes…",Hollywood,03-2024,Pasivo
19017,114552786861,2024-03-14,1,Malísima atención del personal,Lomas,03-2024,Detractor
19018,114432310070,2023-10-09,4,"Muy buen lugar para entrenar, buen ambiente. Las maquinaa siempre estan bien y esta todo bien higienizado",Abasto,10-2023,Promotor
19021,114436276564,2023-10-13,5,Limpieza y orden,Microcentro,10-2023,Promotor
19022,118560374877,2024-03-16,5,"Desde los profesores hasta el personal de limpieza, hacen que te sientas como en tu casa. Luego destacó las instalaciones y los horarios. Arriba Fiter Buceo!!!! ",Buceo,03-2024,Promotor
19025,114554725491,2024-03-16,4,El gimnasio está muy bueno y las máquinas tmb. No es 5 estrellas está llenísimo de gente,Barrio Norte,03-2024,Promotor
19026,114436186290,2023-10-13,5,"El gimnasio es súper completo, muy limpio, las máquinas bien cuidadas y funcionales",Lomas,10-2023,Promotor
19027,114558593697,2024-03-20,5,Excelente servicio. Es un espacio muy completo ,Lomas,03-2024,Promotor
19031,114552819139,2024-03-14,3,"El lugar es grande y tiene variedad de elementos para entrenar, además de las opciones de las clases. Todo muy lindo y cuidado. Como comentario crítico: estaría bueno que agreguen más cantidad de algunas máquinas, teniendo en cuenta que concurre mucha gente al gimnasio. Por ejemplo: la barra smith, hay una sola y todo el mundo quiere usarla, lo cual a veces se vuelve engorroso y dificulta el entrenamiento. ",Lomas,03-2024,Pasivo
19032,114652396489,2024-07-25,4,Está muy bueno el gimnasio pero hay muy pocas máquinas en relación a la cantidad de gente. Por favor agreguen otra máquina de barra smith :),Lomas,07-2024,Promotor
19034,114554888846,2024-03-16,2,"La sede Caballito 2 está súper descuidada. El vestuario de mujeres sucio, todos los Lockers rotos, no pude guardar mis cosas. El tacho del baño rebalsado de papeles (tengo foto). Un asco ",Caballito 2,03-2024,Detractor
19035,114552283307,2024-03-13,4,"El precio  suele ser elevado y a su vez el clima de fiter adrogue en verano suele ser muy caluroso a diferencia de otras sucursales en esta pareciera que la busqueda es que el cliente no venga por el calor mientras en los otros el ambiente es fresco, los profesores suelen ser maravillosos especialmente los de la mañana faltan maquinas para mayor comodidad ya que muchas estan siendo usadas por grupos de adolescentes ",Adrogue,03-2024,Promotor
19036,114434546253,2023-10-11,5,Es un buen gimnasio hay buenos profesores que cuando sos nuevo te ayudan bastante en el entrenamiento las clases si estas interesado las instalaciones la limpieza y la oportunidad de usar otras sucursales,Adrogue,10-2023,Promotor
19040,118439114511,2023-10-09,5,La sucursal de club ciudad está muy buena ,Nuñez,10-2023,Promotor
19044,114434280758,2023-10-11,3,Hay muy pocas maquinas y deberían de actualizar algunas   ,Caballito,10-2023,Pasivo
19045,114647403303,2024-07-18,3,Le faltarían más máquinas.,Abasto,07-2024,Pasivo
19047,114651366108,2024-07-24,5,Lugar muy cómodo tanto para entrenar individual como en equipo.,Lomas,07-2024,Promotor
19049,114650718579,2024-07-23,5,Por tener impecables máquinas y clases de salón ,Lomas,07-2024,Promotor
19051,118655130810,2024-07-24,3,"Salón de baile lleno, con poco espacio para bailar entre persona y persona... Deberían considerar marcar ""cuadrados"" en el piso o que se pueda sacar turnos.",Barrio Norte,07-2024,Pasivo
19055,114554830046,2024-03-16,4,"En terminos generales esta muy bien, la gente es amigable, siempre esta todo limpio, las maquinas estan bien, a veces alguna rota demasiado tiempo pero bueno.. Si lo que regularia es la cantidad de gente que entrena en horarios pico ya que es un gimnasio chico.",Hollywood,03-2024,Promotor
19056,118440001486,2023-10-10,4,"buen ambiente, no puse 5 estrellas porque estaría bueno que agreguen más horarios de clases o que por lo menos los horarios que hay los cumplan. También disponibilidad de profes/instructores en la zona de gimnasio para los casos en los que surgen dudas sobre el funcionamiento/ajuste de máquinas principalmente ",Palermo,10-2023,Promotor
19058,114646096924,2024-07-17,3,"Si es perdón idónea en sala si,  sino no porque la profes están ausentes, si no vas alguien estas muy solo",Buceo,07-2024,Pasivo
19059,114651352240,2024-07-24,4,Sólo le agregaría piletas de natación si es posible y en algunas sedes hay más maquinas que en otras o espacios al aire libre y el precio en todas las sedes termina siendo el mismo.,Caballito,07-2024,Promotor
19061,114433642895,2023-10-10,2,"Voy a hablar sobre la sucursal de abasto. Siempre a la tarde se siente el mal olor apenas abris las puertas para entrar al gym. Por favor mejoren la ventilacion y el aire acondicionado. Hay un ventilador el de la sala con los espejos que no funciona. Desconozco el motivo pero uno de los relojes tampoco esta prendido. Las maquinas de cardio casi siempre estan ocupadas. Entiendo igual que son muchas y esto pasa por la gran cantidad de gente pero estaría bueno reparar o reponer las 2 maquinas fuera de funcionamiento.   A las 6-7 de la tarde es un caos.  como hay dos clases superpuestas no hay espacio para que uno pueda hacer su propia rutina. Quizas soy repetitiva con el olor pero particularmente en ese horario es muy fuerte.   Claramente esta sucursal esta sobrecargada de gente.   Las maquinas de planta baja y subsuelo siempre estan ocupadas. Por favor agreguen mas tipos de las mas usadas! La de poleas por ejemplo! Tambien estaria bueno si agregasen una maquina de hip thrust ya que el 90% de las mujeres van al gym para hacer eso y permitiria desocupar otras maquinas. Ademas ya hay varias maquinas rotas, en reparacion o con los asientos descascarados. Las maquinas de agua tampoco funcionan del todo bien. Las colchonetas ya estan muy usadas. Se nota que invirtieron al inaugurar la sucursar pero no renuevan los materiales.   Ultima cosa que quiero criticar, me parece nefasto que grupos contraten entrenadores personales y acaparen las maquinas de planta baja para hacer circuitos. Te miran mal si queres usar esas maquinas y en caso de que te dejan turnarte, mientras la otra persona usa la maquina uno quiere usar las mancuernas con las que estaba trabajando y el entrenador personal te dice que te consigas tus propias mancuernas! Y son las mancuernas del gym! Las que tenemos derecho todos!  Me gustaria igualmente felicitar a los profesores de las clases. A todas las clases que fui fueron todos muy divinos. Si hay algo que hicieron bien es poner la gran variedad de clases y elegir los profes!  Tambien agradezco la limpieza de los baños y que haya tantos lockers.",Abasto,10-2023,Detractor
19065,114552278684,2024-03-13,4,precio,Nuñez,03-2024,Promotor
19067,118558333876,2024-03-13,5,Es muy buen gimnasio y esta bueno entrenar con amigos.,Flores,03-2024,Promotor
19069,114432376984,2023-10-09,4,.,Barrio Norte,10-2023,Promotor
19070,114432308583,2023-10-09,3,"Es ordenado y limpio, tiene aire acondicionado. Pero hay muy pocos profes y no cuidan la técnica ",Barrio Norte,10-2023,Pasivo
19071,114432302079,2023-10-09,3,La falta de máquinas (en la sucursal de flores) ,Flores,10-2023,Pasivo
19072,114557944364,2024-03-20,5,Gran variedad d elementos y máquinas. Mucho espacio! ,Barrio Norte,03-2024,Promotor
19075,114652286114,2024-07-25,5,Son lo mas,Punta Carretas,07-2024,Promotor
19077,114434784562,2023-10-11,4,"Me gusta mucho la onda, el espacio lleno de luz, el ambiente, las clases. Pongo 4 puntos porque siempre es medio fiaca a la hora de pagar porque son planes que te conviene si o si pagar 1 año y es mucha plata de una, y casi no tenes otra opción. Es un poco caro. Quiero destacar las clases de Nancy es una genia ojalá pongan mas clases de localizada con ella porque ya no entramos :)",Adrogue,10-2023,Promotor
19080,118430714259,2023-09-29,5,Buen gimnasio ,Punta Carretas,09-2023,Promotor
19081,114553796159,2024-03-15,5,Clases y limpieza ,Lomas,03-2024,Promotor
19083,114647807469,2024-07-19,4,muy buenas las clases grupales. Lo unico negativo es que no hay aire,Barrio Norte,07-2024,Promotor
19084,114649673022,2024-07-22,3,Los horarios de las clases son escasos y el sistema de escaneos de entrenamientos no me parece bueno. Probablemente para alguien que tenga más conocimiento le saca más provecho a lo que ofrecen.,Buceo,07-2024,Pasivo
19086,114432298586,2023-10-09,2,Buen gimnasio pero falta conducta con los jovenes que utilizan mal las maquinas y ocupan todo ,Adrogue,10-2023,Detractor
19087,118651065668,2024-07-18,3,"Horario 17 hrs , lleno de pibes del colegio . Usando todas las maquinas y nadie hace nada ",Adrogue,07-2024,Pasivo
19090,114557857308,2024-03-20,3,"Lo recomendaría por su buena disponibilidad de máquinas de musculación y amplio espacio. Sin embargo, mejoraría la limpieza del lugar, respetaría los horarios de apertura y pondría máquinas más nuevas.",Barrio Norte,03-2024,Pasivo
19091,118653450497,2024-07-22,1,"La higiene del Fiter Barrio Norte deja mucho que desear. Además, nunca hay papel en los baños",Barrio Norte,07-2024,Detractor
19093,114647786565,2024-07-19,5,"Muy bueno, agregaría una o dos maquinas pero muy bueno ",Caballito,07-2024,Promotor
19094,114559871785,2024-03-22,4,el espacio y los materiales de las sedes,Barrio Norte,03-2024,Promotor
19095,114432513008,2023-10-09,3,Por el espacio de afuera. Ponganse las pilas con el mantenimiento y variedad de las mancuernas por favor,Barrio Norte,10-2023,Pasivo
19099,118432880244,2023-10-02,3,"Destaco la limpieza del lugar, pero mejoraria  estado del equipamiento, redistribuiria las maquinas para traer más enfocadas en piernas y gluteos. Y más Barras de 15kg para hacer weightlifting ya que todas son de 20 kg. ",Punta Carretas,10-2023,Pasivo
19101,114552288855,2024-03-13,3,"Esta bien, lo único que veo es que se llena de gente y a veces es más difícil usar las máquinas por ese motivo",Punta Carretas,03-2024,Pasivo
19104,114432321497,2023-10-09,3,Hay demasiada gente y la gran mayoria de los días es tedioso entrenar por falta de espacio o elementos,Barrio Norte,10-2023,Pasivo
19105,114435248133,2023-10-12,4,Ta bueno el gim tiene buenas maquinas y todo. A veces hay mucha gente.,Almagro,10-2023,Promotor
19106,114432297084,2023-10-09,4,"Es muy caro, y no hay muchas promociones para amigos, depende el día hay buen ambiente o no",Abasto,10-2023,Promotor
19108,114554142293,2024-03-15,5,"Buena relacion precio - calidad, se pueden usar distintas sedes. La cuota incluye todo",Caballito 2,03-2024,Promotor
19109,118439085845,2023-10-09,5,Las clases están muy buenas y siempre esta todo limpio. Esta bueno que se pueda ir a cualquier sede y que la cuota incluya todo. Lo único malo es que a partir de las 18 esta llenisimo y a veces no hay lugar,Caballito 2,10-2023,Promotor
19115,114652488383,2024-07-25,5,Me gusta mucho la atención y el ambiente ,Cid Campeador,07-2024,Promotor
19118,114554865403,2024-03-16,5,Bueno y a precio razonable,Palermo,03-2024,Promotor
19121,114432334341,2023-10-09,4,bueno bonito y barato,Caballito,10-2023,Promotor
19123,118439294042,2023-10-09,3,"Esta bueno el lugar, cuenta con varias sedes que en ciertas situaciones se me hace muy comodo que haya, el personal de administracion es muy amable.  Cuando inicie los profesores que tuve no me orientaron para nada, ahora hay otros que parecen ser mejores  En cuanto a los aranceles son algo elevados ",Caballito 2,10-2023,Pasivo
19125,114648930509,2024-07-21,5,Muy buenas clases y guía de parte de Marce ,Palermo,07-2024,Promotor
19129,118565704986,2024-03-23,4,A,Caballito,03-2024,Promotor
19130,114559872086,2024-03-22,3,"Por el precio que es excesivo. Lo recomiendo únicamente por los horarios que tienen, los cuales a mi me sirven",Adrogue,03-2024,Pasivo
19131,118651069883,2024-07-18,1,"Me parece caro para el ""servicio"" que esta ofreciendo, muchos lockers rotos todo el tiempo... Creo que deberían sacarlos y que cada uno lleve su candado, como en el baño. No hay rutina (los profes si acompañan muchísimo igual), suelen faltar bancos o máquinas porque las mandan a retapizar y no hay un ""back up"" como para por lo menos sustituirlos. Este último punto me parece fundamental, semejante cuota y tenes que apoyar la cola en un banco con una colchoneta... No corresponde.",Adrogue,07-2024,Detractor
19133,114432476231,2023-10-09,2,"el gym cumple, hay un exceso de gente que es increíble, no hay lugar muchas veces, que se hace muy tedioso que este todo ocupado. Esta todo muy apretado",Barrio Norte,10-2023,Detractor
19134,114558066995,2024-03-20,5,Me encantan,Abasto,03-2024,Promotor
19135,114432573177,2023-10-09,5,Me encanta,Abasto,10-2023,Promotor
19138,114436807191,2023-10-14,3,El gym está en buenas condiciones pero hay sedes en las que nunca alcanzan las cosas,Barrio Norte,10-2023,Pasivo
19140,114552291822,2024-03-13,4,Falta más máquinas para inferior ,Adrogue,03-2024,Promotor
19141,114434607473,2023-10-11,4,"Variedad de clases, tiene patio, varias maquinas y profes.",Barrio Norte,10-2023,Promotor
19143,114434723761,2023-10-11,3,muchas de las máquinas de las sucursales abasto y barrio norte se encuentran rotas,Abasto,10-2023,Pasivo
19147,118438822666,2023-10-09,4,"Sinceramente me siento cómoda, todos son amables, suele haber variedad y muchas sedes, no doy un 5 por que a veces esta demasiado lleno que no sabes a donde ir o que hora por que el tener que compartir maquina con otros 2 dos toma mas tiempo que no puedo darme la mayoría de las veces",Caballito 2,10-2023,Promotor
19151,114432311339,2023-10-09,1,"Muy lleno, parece un shopping. ",Barrio Norte,10-2023,Detractor
19153,114557950994,2024-03-20,3,Todos los fias hay una maquina rota. Ni hablar de la poca coordialidad de la gente de recepción. Decis buen dia y ni levantan la cabeza del celulares ,Nuñez,03-2024,Pasivo
19155,118560402185,2024-03-16,5,"Por el precio-calidad, es un buen ambiente, hay variedad de clases y diversas sedes",Almagro,03-2024,Promotor
19156,114432322141,2023-10-09,5,"Es un buen ambiente, buen precio ",Almagro,10-2023,Promotor
19161,114554748731,2024-03-16,1,Mucha gente todo el tiempo ,Barrio Norte,03-2024,Detractor
19164,114552796014,2024-03-14,4,"Es muy buen ambiente para entrenar, en mi opinión le faltaría aire en las máquinas (al menos en la sede de Palermo) ",Palermo,03-2024,Promotor
19166,114432294530,2023-10-09,2,"La verdad que está sobre poblado de gente, no hay espacio para entrenar. De las dos escaleras solo funciona 1, la pantalla de las cintas pésimo también, después el área de “crossfit” explotado siempre, no conseguis steps ni barra. Lo único que rescato son las clases de aerolocal (que estan explotadas de gente también, no alcanzan las colchonetas/tobilleras) y las clases de yoga, por que las profes le ponen toda la onda. Lo demás un desastre",Almagro,10-2023,Detractor
19170,114432334833,2023-10-09,5,muy buen gym,Flores,10-2023,Promotor
19171,118560668044,2024-03-17,3,"Lo recomendaría ampliamente para una persona que tiene experiencia en el entrenamiento de pesas, es decir en cuanto a la correcta ejecución de las técnicas en la mayoría de ejercicios.    No recomendaría mucho Fiter para alguien que es nuevo o que tiene poca experiencia en el gimnasio, ya que los profesores están casi de adorno y en líneas generales no te dicen nada ni se molestan en observarte y/o corregirte. En dicho caso sólo puedo recomendarlo si la persona en cuestión tiene un profesor o entrenador particular que le haga su rutina personalizada y lo guíe en la misma.    La sucursal de Almagro está muy bien mantenida y tiene amplio equipamiento.",Almagro,03-2024,Pasivo
19172,118443395037,2023-10-14,5,"Relación precio calidad, cantidad de sucursales, clases.",Palermo,10-2023,Promotor
19174,114432714458,2023-10-09,4,me gusta el gimnasio que se encuentra en barrio norte es muy lindo y las maquinas están siempre en buen estado. Pero actualmente no me esta gustando mucho porque se tarda mucho tiempo por la cantidad de gente que acude a ese lugar.,Barrio Norte,10-2023,Promotor
19175,114559910824,2024-03-22,4,"Me encanta el espacio. Utilizo un poco de todas! el patio, la sala de musculación, la de funcional, y asisto a las clases de funcional y de abs de vez en cuando. Lo único que no me gusto al momento es la chica que atiende a la mañana, me trató con cero ganas cuando le pregunte por un ejercicio (por no decir que me trató mal jaja). Pero el ambiente en general es súper positivo.",Cid Campeador,03-2024,Promotor
19179,114554779197,2024-03-16,3,"En mi experiencia creo que falta atención. En el sector cardio deben tener siempre todas las pantallas prendidas, como en todos los gimnasios. Si por ahí tengo que hacer 40 min de bici me gustaría que estén para mirar todas y no tener que ir a recepción a pedir el control remoto. Por otro lado, el aire acondicionado y ventiladores. Al hacer ejercicio debes evitar ese malestar a los socios, tener todo prendido y a buena temperatura, todo bien climatizado. Veo todo el tiempo que apagan ventiladores los aires. Esta bien que el recepcionista o el coach tenga frío pero no están entrenando, los que entrenamos ese frío no lo tenemos para nada, todo lo contrario      Por otro lado las máquinas, abrieron hace 1 mes y ya varias maquinas tienen problemas en cardio, no las arreglan    En resumen, más atención al socio. Climatizacion, atención a los televisores y el deporte, y mantenimiento de máquinas ",Cid Campeador,03-2024,Pasivo
19181,118655456020,2024-07-25,4,"No di 5 porque mis amigos son más de tener alguien que te explique la técnica y en Fiter al ser tanta la demanda de gente, se pierde un poco eso. Pero como gimnasio muy recomendable! ",Microcentro,07-2024,Promotor
19183,114558409972,2024-03-20,3,"el gimnacio esta bueno, aunque podrian agregar algunas maquinas, como por ejemplo, alguna prensa mas y mas poleas dado que en las horas picos es imposible entrenar.",Adrogue,03-2024,Pasivo
19184,114552354449,2024-03-13,5,"Me gustan los vestuarios limpios, la cantidad de materiales para trabajar, lo espacioso, tener la posibilidad de clases grupales, muchas máquinas, horarios y días que yo elija.",Adrogue,03-2024,Promotor
19187,114432319978,2023-10-09,5,"Recomendaría fiter porque cuenta con muchos elementos para entrenar en la parte de funcional y en la sala de musculación, es amplio el lugar, los vestuarios cuentan con lo necesario, me gusta la posibilidad de guardar mis objetos personales en los lockers gratuitos. Además, tener clases con un cronograma está buenísimo!   Tiene muchas máquinas para poder aprovechar! (Lastima las máquinas para cuádriceps que hay solo dos y siempre la más efectiva está ocupada).",Microcentro,10-2023,Promotor
19188,114557846647,2024-03-20,4,Recomendaría por el valor y la posibilidad de congelar el valor ,Microcentro,03-2024,Promotor
19191,114554385904,2024-03-15,3,"Hoy fui a una clase de aero combat y me tuve que ir a la mitad porque estaba aturdida. Llegué a mi casa con acúfeno. Tienen que controlar el nivel de volumen que ponen en las salas porque es realmente perjudicial para la salud, se supone que uno va a mejorar, no a perder la audición. No vuelvo más.",Palermo,03-2024,Pasivo
19193,114552283366,2024-03-13,3,"Es deplorable que la sede del cid campeador no tenga los aires prendidos al menos en la zona de máquinas para correr impidiendote trotar o correr, que no haya tvs encendidas ni que haya wifi (Ni llegan datos móviles). El resto, ok!",Cid Campeador,03-2024,Pasivo
19197,114652957885,2024-07-26,5,"Todos los sectores muy buenos, aunque a veces se satura de gente. Las clases de las 7:30 de Palermo muy buenas!! ",Hollywood,07-2024,Promotor
19199,114552280626,2024-03-13,3,Es una vergüenza que el gimnasio esté siempre hecho un desastre. Las pesas por todos lados. Mínimamente deberían ordenarlo a la noche…,Barrio Norte,03-2024,Pasivo
19200,114433165259,2023-10-10,5,La sede de Microcentro siempre está impecable,Microcentro,10-2023,Promotor
19204,114557867372,2024-03-20,4,"El gimnasio es completo, los enpleados amables, el patio suma mucho.  Lastima que ultimamente hay MUCHAS goteras",Barrio Norte,03-2024,Promotor
19205,114432642220,2023-10-09,4,Precio calidas,Barrio Norte,10-2023,Promotor
19208,118440128102,2023-10-10,4,me gustan mucho las instalaciones pero a veces siento que faltan materiales como discos y mancuernas. ,Nuñez,10-2023,Promotor
19209,114649588566,2024-07-22,3,Porque no? Porque no tenes una individualización de tu entrenamiento y porque si? porque si tenes el suficiente material deportivo como para aprender y comenzar en el entrenamiento,Cid Campeador,07-2024,Pasivo
19211,114552282287,2024-03-13,4,Es un gimnasio completo y tiene muy buenos sectores específicos para cada tipo de entrenamiento ,Barrio Norte,03-2024,Promotor
19212,114434277216,2023-10-11,3,-,Barrio Norte,10-2023,Pasivo
19214,118443594775,2023-10-14,4,"las máquinas muy buenas, faltan algunas opciones nomas pero si congelas el precio es gran opción ",Palermo,10-2023,Promotor
19216,114434317870,2023-10-11,5,Buen lugar con buenas maquinas y mucha disponibilidad horaria,Lomas,10-2023,Promotor
19217,118427657919,2023-09-26,5,"cómodo, amplio, muy completo, las chicas y los profes son muy buena onda",Punta Carretas,09-2023,Promotor
19218,114552283024,2024-03-13,5,"Equipos, profesores y atención. ",Punta Carretas,03-2024,Promotor
19221,114432291937,2023-10-09,5,"Por ser un gimnasio con muchas comodidades ( baño, ducha, casilleros)",Hollywood,10-2023,Promotor
19222,114552382281,2024-03-13,5,Estár menos solo,Congreso,03-2024,Promotor
19223,118438900623,2023-10-09,5,Hay un ambiente respetable y tranquilo y la asesoría es muy completa,Congreso,10-2023,Promotor
19224,118653139463,2024-07-22,5,Si un amigo me dice que quiere empezar a entrenar al toque le recomiendo fiter,Congreso,07-2024,Promotor
19225,118656356351,2024-07-26,5,"El espacio es cómodo, los vestuarios un lujo y si bien algunas máquinas están rotas, hay que destacar la cantidad y variedad de elementos.",Nuñez,07-2024,Promotor
19226,114433040890,2023-10-10,5,Es un gimnasio q precio calidad sedestaca ,Barrio Norte,10-2023,Promotor
19228,114555018365,2024-03-17,5,Excelente atención por parte de los recepcionista y buena predisposición de los profesores ,Palermo,03-2024,Promotor
19229,118440162088,2023-10-10,4,Relación precio calidad está muy bien! Las máquinas tienen un buen estado,Palermo,10-2023,Promotor
19233,114434304072,2023-10-11,4,"Porque es bastante comodo, iluminado, con máquinas y materiales de calidad. Sin embargo, por lo menos en la sede de Lomas, faltan espejos de cuerpo entero en los baños, que la balanza sea digital, y que arreglen/pinten algunas paredes ",Lomas,10-2023,Promotor
19234,114552280278,2024-03-13,3,"Está bien, tiene bastante máquinas, le bajó la puntuación porque la app no funciona del todo bien y no puedo cambiar la rutina de entrenamiento ",Adrogue,03-2024,Pasivo
19236,114436875770,2023-10-14,4,"Me parece muy completo el servicio, lo malo que en la tarde se llena mucho y se alarga el entrenamiento, o aveces hay personas que están haciendo una bi serie y no quieren compartir la máquina hasta que terminen  ",Microcentro,10-2023,Promotor
